category,title,context,question,group,url,contact,answer
國外出差旅費報支,行政院法規,一、為規範中央政府各機關（以下簡稱各機關）公務人員，因公出差至國外各地區，其出差旅費之報支，特訂定本要點。,這個行政院法規是不是專門為了規定中央政府各機關公務員出國公差的旅費報支呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,對呀，這個行政院法規就是為了規定中央政府各機關的公務員出國公差時的旅費報支而制定的。
國外出差旅費報支,行政院法規,"二、本要點所稱出差，係指公務人員經機關首長核准出國執行下列任務之一：
（一）應外國政府、民間團體或國際組織之正式邀請出國訪問。
（二）應外交需要從事有關訪問。
（三）代表政府出席國際會議或談判。
（四）因業務需要出國考察或視察。
（五）其他公務。",出差是指哪些具體的任務呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,出差主要是指經過機關首長核准的公務人員出國執行以下任務之一：應外國政府、民間團體或國際組織的正式邀請出國訪問；應外交需要進行相關訪問；代表政府參加國際會議或談判；因業務需要出國考察或視察；以及其他公務。
國外出差旅費報支,行政院法規,三、出差人員應視任務性質及事實需要，以儘量縮短行程為原則，於出差前簽報機關首長核准其出差行程及日數；除有不可歸責於出差人員之事由外，非經事先核准，不得延期返國。,如果我需要延長出差，該如何事先獲得機關首長的核准呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,在出差前，你應該先評估任務性質和需求，然後根據這些因素規劃行程並確定日數。之後，你需要向機關首長報告你的出差行程和日數來獲得核准。如果有不可歸責於你的原因需要延長出差，記得在延長前先徵求首長同意喔。
國外出差旅費報支,行政院法規,"四、出差旅費分為交通費、生活費及辦公費，其內容如下：
（一）交通費：出差人員搭乘飛機、船舶及長途大眾陸運工具所需費用。
（二）生活費：出差人員之住宿費、膳食費及零用費。
（三）辦公費：出差人員出國之手續費、保險費、行政費、禮品交際及雜費。

前項第二款所定零用費，包括市區火車票費、市區公共汽車票費、市區捷運車票費、個人信用卡手續費、洗衣費、小費及其他與生活
有關之各項費用。

第一項第三款所定禮品交際及雜費，包括禮品費、交際費、計程車費、租車費等費用。",出差旅費都包含哪些費用呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,出差旅費包含了三大類費用，分別是交通費、生活費和辦公費。交通費包括搭飛機、船舶和長途大眾陸運工具的費用；生活費則包括住宿費、膳食費和零用費，像是市區火車票、公共汽車票、捷運車票、信用卡手續費、洗衣費和小費等；最後，辦公費包括出國手續費、保險費、行政費、禮品交際費和雜費，例如禮品費、交際費、計程車費和租車費等。
國外出差旅費報支,行政院法規,"五、出差人員搭乘分有等級之飛機、船舶及長途大眾陸運工具，按搭乘該班次座(艙)位之配置，依下列規定辦理：
（一）部長級人員、特使，得乘坐最高等級座（艙）位。
（二）次長級人員、大使、公使、常任代表、副常任代表、其他特任（派）人員、簡任第十二職等以上領有各該職等全額主管加給人員，得乘
坐次高等級座（艙）位。
（三）其餘人員乘坐基礎等級（標準）座（艙）位。

前項第一款所列人員得指定隨行人員一人，乘坐相同等級之座（艙）位。

第一項第二款所列人員符合下列情形之一者，得乘坐最高等級座（艙）位：
（一）搭乘班次僅分有二等級座(艙)位。
（二）搭乘班次未設有頭等座(艙)位且航(路)程四小時以上。
（三）次長級人員負有外交任務代表政府出訪或參加重要國際會議。",部長級人員和特使可以搭乘哪一個等級的座位呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,部長級人員和特使可以搭乘最高等級的座位喔。
國外出差旅費報支,行政院法規,"六、出差人員報支搭乘飛機之交通費，應檢附下列單據：
（一）機票票根或電子機票或其他足資證明行程之文件。
（二）國際線航空機票購票證明單或旅行業代收轉付收據或其他足資證明支付票款之文件。
（三）登機證存根(含電子登機證)或足資證明出國事實之護照影本或航空公司所開立之搭機證明。　　　　 

前項以外交通費之報支，除本國境內依國內出差旅費報支要點規定辦理外，應檢附原始單據或旅行業代收轉付收據。",出差搭乘飛機報支的交通費需要附哪些單據呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,出差搭飛機報交通費需要附幾個單據喔，第一個是機票票根、電子機票或其他證明行程的文件。第二個，如果是國際線的話，要附上購票證明單、旅行業代收轉付收據或其他證明支付票款的文件。最後，還要提供登機證存根（包括電子登機證）、護照影本或航空公司開立的搭機證明來證明出國事實。其他交通費的話，就根據國內出差旅費報支要點規定，並且要附上原始單據或旅行業代收轉付收據喔。
國外出差旅費報支,行政院法規,"七、各機關派赴國外各地區出差人員生活費日支數額表，由行政院另定之。
前項生活費日支數額之劃分，概以百分之七十為住宿費，百分之二十為膳食費，百分之十為零用費。",行政院訂定的國外出差生活費日支數額表，是怎麼分配的呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,行政院訂定的國外出差生活費日支數額表分配是這樣的，總共分成三部分：住宿費占了百分之七十，膳食費占了百分之二十，然後剩下的百分之十是零用費。
國外出差旅費報支,行政院法規,"八、代表政府出席國際會議或談判經主辦單位指定旅館，或奉派赴外交部認定之國外旅遊紅色警示地區出差，其
住宿費超過該地區生活費日支數額百分之七十者，得檢據覈實報支。
　
與民間企業共同赴國外考察、參展及部長級人員出國參訪，經主辦單位安排旅館，其住宿費超過該地區生活費日
支數額百分之七十者，亦得檢據覈實報支。但最高以該地區生活費日支數額為限。

前二項部長級人員出國，得指定隨行人員一人，其住宿費依同標準檢據覈實報支。",如果代表政府出席國際會議的住宿費超過當地生活費日支數額的70%，可以報支嗎？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,可以喔，如果住宿費超過當地生活費日支數額的70%，並且符合規定的條件，就可以檢據覈實報支。
國外出差旅費報支,行政院法規,"九、出差由外國政府、國際組織或其他來源提供膳宿或現金津貼者，其生活費依下列規定報支：
（一）供膳宿，且無其他現金津貼或現金津貼未達該地區生活費日支數額百分之十者，得按日報支或補足該地區
生活費日支數額百分之十之零用費。
（二）供膳不供宿，且無其他現金津貼或現金津貼未達該地區生活費日支數額百分之十者，得按日報支該地區生
活費日支數額百分之七十之住宿費，並得按日報支或補足該地區生活費日支數額百分之十之零用費。
（三）供宿不供膳，且無其他現金津貼或現金津貼未達該地區生活費日支數額百分之十者，得按日報支該地區生
活費日支數額百分之二十之膳食費，並得按日報支或補足該地區生活費日支數額百分之十之零用費。

前項所稱其他來源供宿，指住宿免費宿舍、過境旅館或在搭乘之交通工具歇夜；所稱其他來源供膳，指依第八點
檢據覈實報支住宿費或其他報名等費用中已附帶供膳。

前二項所稱供膳未達三餐者，早、中、晚餐膳食費分別以生活費日支數額百分之四、百分之八、百分之八計算，
得補足未供餐之膳食費。
　
返國當日，生活費按該地區生活費日支數額百分之三十限額內報支。",如果外國政府或國際組織提供膳宿，我還可以報支哪些費用呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,如果外國政府或國際組織提供膳宿，您還可以報支一些零用費。具體來說，如果膳宿都提供，並且沒有其他現金津貼或現金津貼未達生活費日支數額百分之十，您可以按日報支或補足生活費日支數額百分之十的零用費。如果只提供膳不提供宿，您還可以報支住宿費和零用費。如果只提供宿不提供膳，您還可以報支膳食費和零用費。另外，如果三餐未全部包含在提供的膳食中，您還可以補足未供餐的膳食費。返國當日則可以按生活費日支數額百分之三十限額內報支。
國外出差旅費報支,行政院法規,"十、調用駐外人員在其駐在國出差執行業務，其交通費依本要點規定辦理，生活費依下列規定檢據覈實報支：
（一）出差於駐在地區（城市）範圍內者，以當日往返不住宿為原則，按該地區（城市）生活費日支數額百分之
二十限額內報支；如有必要住宿旅館，除第八點所定情形外，按該地區（城市）生活費日支數額百分之九十限額內報支。
（二）出差於駐在地區（城市）範圍以外者，按該地區（城市）生活費日支數額百分之三十限額內報支；如有必
要住宿旅館，除第八點所定情形外，於該地區（城市）生活費日支數額內報支。",駐外人員在駐在地區執行業務時，交通費是怎麼計算的呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,駐外人員在駐在地區出差執行業務時，交通費會根據本要點規定來計算喔。
國外出差旅費報支,行政院法規,"十、調用駐外人員在其駐在國出差執行業務，其交通費依本要點規定辦理，生活費依下列規定檢據覈實報支：
（一）出差於駐在地區（城市）範圍內者，以當日往返不住宿為原則，按該地區（城市）生活費日支數額百分之
二十限額內報支；如有必要住宿旅館，除第八點所定情形外，按該地區（城市）生活費日支數額百分之九十限額內報支。
（二）出差於駐在地區（城市）範圍以外者，按該地區（城市）生活費日支數額百分之三十限額內報支；如有必
要住宿旅館，除第八點所定情形外，於該地區（城市）生活費日支數額內報支。",如果出差在駐在城市範圍內，生活費可以報支多少百分比呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,如果出差在駐在城市範圍內的話，生活費可以報支百分之二十的限額喔。不過如果需要住宿旅館，除了特殊情況以外，可以報支百分之九十的限額。
國外出差旅費報支,行政院法規,"十、調用駐外人員在其駐在國出差執行業務，其交通費依本要點規定辦理，生活費依下列規定檢據覈實報支：
（一）出差於駐在地區（城市）範圍內者，以當日往返不住宿為原則，按該地區（城市）生活費日支數額百分之
二十限額內報支；如有必要住宿旅館，除第八點所定情形外，按該地區（城市）生活費日支數額百分之九十限額內報支。
（二）出差於駐在地區（城市）範圍以外者，按該地區（城市）生活費日支數額百分之三十限額內報支；如有必
要住宿旅館，除第八點所定情形外，於該地區（城市）生活費日支數額內報支。",如果需要在駐在城市範圍內的旅館住宿，可以報支哪個百分比的生活費呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,如果需要在駐在城市範圍內的旅館住宿，可以報支生活費日支數額的百分之九十。
國外出差旅費報支,行政院法規,"十、調用駐外人員在其駐在國出差執行業務，其交通費依本要點規定辦理，生活費依下列規定檢據覈實報支：
（一）出差於駐在地區（城市）範圍內者，以當日往返不住宿為原則，按該地區（城市）生活費日支數額百分之
二十限額內報支；如有必要住宿旅館，除第八點所定情形外，按該地區（城市）生活費日支數額百分之九十限額內報支。
（二）出差於駐在地區（城市）範圍以外者，按該地區（城市）生活費日支數額百分之三十限額內報支；如有必
要住宿旅館，除第八點所定情形外，於該地區（城市）生活費日支數額內報支。",出差在駐在城市範圍以外，無住宿的生活費報支限額又是多少呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,出差在駐在城市範圍以外並且不需要住宿的話，生活費報支限額是該地區生活費日支數額的百分之三十喔。
國外出差旅費報支,行政院法規,"十、調用駐外人員在其駐在國出差執行業務，其交通費依本要點規定辦理，生活費依下列規定檢據覈實報支：
（一）出差於駐在地區（城市）範圍內者，以當日往返不住宿為原則，按該地區（城市）生活費日支數額百分之
二十限額內報支；如有必要住宿旅館，除第八點所定情形外，按該地區（城市）生活費日支數額百分之九十限額內報支。
（二）出差於駐在地區（城市）範圍以外者，按該地區（城市）生活費日支數額百分之三十限額內報支；如有必
要住宿旅館，除第八點所定情形外，於該地區（城市）生活費日支數額內報支。",若在駐在城市範圍以外有住宿需求，生活費的報支限額是如何規定的呢？,經費,https://law.dgbas.gov.tw/LawContent.aspx?id=FL017584&KeyWord=%E5%9C%8B%E5%A4%96%E5%87%BA%E5%B7%AE%E6%97%85%E8%B2%BB%E5%A0%B1%E6%94%AF%E8%A6%81%E9%BB%9E,中研院主計室,如果你在駐在城市範圍以外出差，並需要住宿的話，生活費的報支限額是該地區生活費日支數額的百分之三十。不過，如果有住宿旅館的需求，那就可以在該地區生活費日支數額內報支喔。
